PROTID	m.ID	concat.id	KO.1	KO.GENE.1	DESCRIPTION.1	KO.EC.1	SCORE.KO.1	KO.2	KO.GENE.2	DESCRIPTION.2	SCORE.KO.2		KO.ALL	MET.PATH.1	MET.PATH.2	UNIPROT.ID	UNIPROT.DESC	Ca_BIND	GO.ONTOLOGY	BP.GO.ONTOLOGY
lcl|c203915_g1_i1|m.1355	m.1355	 calmodulin* [CALM] (m.1355)					10	K02183	CALM	 calmodulin	3		K02183		"Ras signaling pathway, Rap1 signaling pathway, Calcium signaling pathway, cGMP-PKG signaling pathway, cAMP signaling pathway, Cellular senescence, C-type lectin receptor signaling pathway, Dopaminergic synapse, Phototransduction, Melanogenesis, Gastric acid secretion, MAPK signaling pathway - plant, Phosphatidylinositol signaling system, Oocyte meiosis, Adrenergic signaling in cardiomyocytes, Vascular smooth muscle contraction, Apelin signaling pathway, Plant-pathogen interaction, Circadian entrainment, Long-term potentiation, Neurotrophin signaling pathway, Olfactory transduction, Phototransduction - fly, Inflammatory mediator regulation of TRP channels, Insulin signaling pathway, GnRH signaling pathway, Estrogen signaling pathway, Oxytocin signaling pathway, Glucagon signaling pathway, Renin secretion, Aldosterone synthesis and secretion, Salivary secretion, Alzheimer disease, Parkinson disease, Amphetamine addiction, Alcoholism, Pertussis, Tuberculosis, Human cytomegalovirus infection, Kaposi sarcoma-associated herpesvirus infection, Human immunodeficiency virus 1 infection, Pathways in cancer, Glioma, Fluid shear stress and atherosclerosis"	A0A2B4SKY7	Uncharacterized protein	"CA_BIND 236..247;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 272..283;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448"""	calcium ion binding [GO:0005509]	
lcl|c204003_g1_i4|m.1363	m.1363	KOG2701 domain-containing protein* [] (m.1363)					28									A0A3M6U131	KOG2701 domain-containing protein			
lcl|c204019_g1_i1|m.1366	m.1366	 26S proteasome regulatory subunit T3 [PSMC4] (m.1366)	K03063	PSMC4	 26S proteasome regulatory subunit T3		205						K03063	"Proteasome, Epstein-Barr virus infection, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease, Spinocerebellar ataxia"		A0A2B4S655	26S protease regulatory subunit 6B		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; peptidase activity [GO:0008233]; proteasome-activating ATPase activity [GO:0036402]; protein catabolic process [GO:0030163]	protein catabolic process [GO:0030163]
lcl|c204019_g3_i1|m.1367	m.1367	 26S proteasome regulatory subunit T3 [PSMC4] (m.1367)	K03063	PSMC4	 26S proteasome regulatory subunit T3		31						K03063	"Proteasome, Epstein-Barr virus infection, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease, Spinocerebellar ataxia"						
lcl|c204436_g1_i1|m.1392	m.1392	 double stranded RNA-specific editase B  [ADARB] (m.1392)	K13194	ADARB	 double stranded RNA-specific editase B 	[EC:3.5.-.-]	286						K13194			A0A2B4SPI6	Double-stranded RNA-specific editase 1		adenosine deaminase activity [GO:0004000]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	RNA processing [GO:0006396]
lcl|c204885_g2_i1|m.1407	m.1407	BMP2/4 (Fragment)* [] (m.1407)														B6SCR5	BMP2/4 (Fragment)		extracellular region [GO:0005576]; growth factor activity [GO:0008083]	
lcl|c204986_g3_i2|m.1414	m.1414	* [] (m.1414)					48	K21470			1		K21470							
lcl|c205012_g1_i1|m.1420	m.1420	 glutamate dehydrogenase (NADP+)  [GDH1] (m.1420)	K00262	GDH1	 glutamate dehydrogenase (NADP+) 	[EC:1.4.1.4]	257						K00262	"Nitrogen metabolism, Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"		A0A2B4SR64	Glutamate dehydrogenase		"nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]; cellular amino acid metabolic process [GO:0006520]"	cellular amino acid metabolic process [GO:0006520]
lcl|c205047_g1_i2|m.1424	m.1424	 dynein light chain Tctex-type 1 [DYNLT] (m.1424)	K10420	DYNLT	 dynein light chain Tctex-type 1		73						K10420	Salmonella infection		A0A3M6TA99	Uncharacterized protein			
lcl|c205358_g1_i2|m.1452	m.1452	 mannose-1-phosphate guanylyltransferase  [GMPP] (m.1452)	K00966	GMPP	 mannose-1-phosphate guanylyltransferase 	[EC:2.7.7.13]	287						K00966	"Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"						
lcl|c205368_g1_i5|m.1453	m.1453	 betaine-homocysteine S-methyltransferase  [BHMT] (m.1453)	K00544	BHMT	 betaine-homocysteine S-methyltransferase 	[EC:2.1.1.5]	398						K00544	"Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"		A0A2B4RBB6	Betaine--homocysteine S-methyltransferase 1		integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methylation [GO:0032259]
lcl|c205417_g1_i1|m.1460	m.1460	* [] (m.1460)					17	K12285			1		K12285							
lcl|c205488_g1_i1|m.1464	m.1464	 4-hydroxy-2-oxoglutarate aldolase  [HOGA1] (m.1464)	K18123	HOGA1	 4-hydroxy-2-oxoglutarate aldolase 	[EC:4.1.3.16]	13						K18123	"Arginine and proline metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways"		A0A3M6V9Q8	Uncharacterized protein		lyase activity [GO:0016829]	
lcl|c205554_g2_i2|m.1468	m.1468	 large subunit ribosomal protein L30e [RP-L30e] (m.1468)	K02908	RP-L30e	 large subunit ribosomal protein L30e		86						K02908	Ribosome		A7RQD8	Predicted protein		cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	
lcl|c205697_g1_i1|m.1481	m.1481	 [] (m.1481)	K23901				131						K23901			A0A2B4SAV6	Calumenin-A	"CA_BIND 85..96;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 121..132;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 166..177;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 203..214;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 245..256;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448""; CA_BIND 282..293;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448"""	calcium ion binding [GO:0005509]	
lcl|c205713_g1_i1|m.1484	m.1484	 pancreatic triacylglycerol lipase  [PNLIP] (m.1484)	K14073	PNLIP	 pancreatic triacylglycerol lipase 	[EC:3.1.1.3]	35						K14073	"Glycerolipid metabolism, Fat digestion and absorption, Vitamin digestion and absorption, Metabolic pathways, Pancreatic secretion"		B3VMK3	Triglyceride lipase		extracellular region [GO:0005576]; triglyceride lipase activity [GO:0004806]; lipid metabolic process [GO:0006629]	lipid metabolic process [GO:0006629]
lcl|c206182_g1_i1|m.1515	m.1515	 myosin light chain 6 [MYL6] (m.1515)	K12751	MYL6	 myosin light chain 6		69						K12751	"Vascular smooth muscle contraction, Tight junction, Oxytocin signaling pathway"		A0A2B4STA2	Myosin-2 essential light chain	"CA_BIND 141..152;  /evidence=""ECO:0000256|PROSITE-ProRule:PRU00448"""	calcium ion binding [GO:0005509]	
lcl|c206194_g1_i1|m.1517	m.1517	 heat shock 70kDa protein 1/2/6/8 [HSPA1s] (m.1517)	K03283	HSPA1s	 heat shock 70kDa protein 1/2/6/8		16						K03283	"Protein processing in endoplasmic reticulum, Endocytosis, Spliceosome, MAPK signaling pathway, Antigen processing and presentation, Longevity regulating pathway - multiple species, Estrogen signaling pathway, Prion diseases, Legionellosis, Toxoplasmosis, Measles"		Q27150	Hsp70		ATP binding [GO:0005524]	
lcl|c206227_g2_i1|m.1521	m.1521	 trafficking protein particle complex subunit 5 [TRAPPC5] (m.1521)	K20280	TRAPPC5	 trafficking protein particle complex subunit 5		148						K20280			A7SRF2	Trafficking protein particle complex subunit 5		endoplasmic reticulum [GO:0005783]; TRAPP complex [GO:0030008]; TRAPPI protein complex [GO:1990070]; TRAPPII protein complex [GO:1990071]; TRAPPIII protein complex [GO:1990072]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
lcl|c206351_g3_i3|m.1527	m.1527	 myoferlin [MYOF] (m.1527)	K22125	MYOF	 myoferlin		15						K22125			A0A2B4S6V5	Myoferlin		integral component of membrane [GO:0016021]; myoblast fusion [GO:0007520]	myoblast fusion [GO:0007520]
lcl|c206370_g1_i1|m.1531	m.1531	 serum response factor [SRF] (m.1531)	K04378	SRF	 serum response factor		148						K04378	"MAPK signaling pathway, cGMP-PKG signaling pathway, Human T-cell leukemia virus 1 infection, Viral carcinogenesis"		A0A2B4SDG8	Serum response factor		"nucleus [GO:0005634]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; positive regulation of transcription by RNA polymerase II [GO:0045944]"	positive regulation of transcription by RNA polymerase II [GO:0045944]
lcl|c206417_g1_i2|m.1538	m.1538	 ATP-dependent RNA helicase  [EIF4A3] (m.1538)	K13025	EIF4A3	 ATP-dependent RNA helicase 	[EC:3.6.4.13]	371						K13025	"RNA transport, Spliceosome, mRNA surveillance pathway"		A0A2B4RQQ6	Eukaryotic initiation factor 4A-III		ATP binding [GO:0005524]; helicase activity [GO:0004386]; translation initiation factor activity [GO:0003743]	
lcl|c206427_g2_i4|m.1541	m.1541	 large subunit ribosomal protein L17e [RP-L17e] (m.1541)	K02880	RP-L17e	 large subunit ribosomal protein L17e		201						K02880	Ribosome						
lcl|c206531_g1_i1|m.1558	m.1558	" interferon, gamma-inducible protein 30 [IFI30] (m.1558)"	K08059	IFI30	" interferon, gamma-inducible protein 30"		108						K08059	Antigen processing and presentation		A0A3M6V183	Uncharacterized protein			
lcl|c206556_g1_i2|m.1565	m.1565	 small subunit ribosomal protein S12e [RP-S12e] (m.1565)	K02951	RP-S12e	 small subunit ribosomal protein S12e		158						K02951	Ribosome		A0A3M6UJ77	40S ribosomal protein S12		ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]
lcl|c206727_g2_i2|m.1580	m.1580	 low density lipoprotein-related protein 2* [LRP2] (m.1580)					6	K06233	LRP2	 low density lipoprotein-related protein 2	1		K06233		"Cholesterol metabolism, Hedgehog signaling pathway, Thyroid hormone synthesis"					
lcl|c206819_g1_i1|m.1595	m.1595	Plasma kallikrein* [] (m.1595)														A0A2B4RCF4	Plasma kallikrein		calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]	blood coagulation [GO:0007596]
lcl|c206859_g1_i1|m.1600	m.1600	* [] (m.1600)					29	K19789			7		K19789							
lcl|c207254_g1_i2|m.1628	m.1628	 protein dpy-30 [DPY30] (m.1628)	K14965	DPY30	 protein dpy-30		61						K14965			A0A2B4RN77	Protein dpy-30-like		MLL3/4 complex [GO:0044666]; Set1C/COMPASS complex [GO:0048188]	
lcl|c207332_g2_i2|m.1633	m.1633	* [] (m.1633)																		
lcl|c207709_g1_i1|m.1673	m.1673	 secretory phospholipase A2  [PLA2G] (m.1673)	K01047	PLA2G	 secretory phospholipase A2 	[EC:3.1.1.4]	39						K01047	"Glycerophospholipid metabolism, Ether lipid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism, Ras signaling pathway, Fat digestion and absorption, Arachidonic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Vascular smooth muscle contraction, Pancreatic secretion"						
lcl|c207877_g2_i1|m.1696	m.1696	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]** [] (m.1696)														A0A3M6U591	Uncharacterized protein		extracellular region [GO:0005576]; calcium ion binding [GO:0005509]	
lcl|c207917_g13_i1|m.1708	m.1708	" alpha 1,2-mannosyltransferase [EC:2.4.1.-]* [KTR1_3] (m.1708)"					5	K10967	KTR1_3	" alpha 1,2-mannosyltransferase [EC:2.4.1.-]"	1		K10967		Other types of O-glycan biosynthesis					
lcl|c207931_g1_i1|m.1711	m.1711	 SNARE-associated protein Snapin [SNAPIN] (m.1711)	K20002	SNAPIN	 SNARE-associated protein Snapin		63						K20002			A0A2B4RQ81	SNARE-associated protein Snapin		BLOC-1 complex [GO:0031083]; intracellular protein transport [GO:0006886]	intracellular protein transport [GO:0006886]
lcl|c207960_g1_i1|m.1712	m.1712	 F-type H+-transporting ATPase subunit O [ATPeF0O] (m.1712)	K02137	ATPeF0O	 F-type H+-transporting ATPase subunit O		104						K02137	"Oxidative phosphorylation, Thermogenesis, Metabolic pathways, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease"		A0A3M6V1H2	Uncharacterized protein		"membrane [GO:0016020]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]"	ATP synthesis coupled proton transport [GO:0015986]
lcl|c207967_g2_i1|m.1713	m.1713	 molecular chaperone GrpE [GRPE] (m.1713)	K03687	GRPE	 molecular chaperone GrpE		88						K03687			A0A3M6UWZ1	GrpE protein homolog		mitochondrial matrix [GO:0005759]; adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; protein folding [GO:0006457]	protein folding [GO:0006457]
lcl|c208095_g4_i3|m.1732	m.1732	 translation initiation factor 3 subunit B [EIF3B] (m.1732)	K03253	EIF3B	 translation initiation factor 3 subunit B		442						K03253	RNA transport		A0A2B4SKJ2	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)		eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]	formation of cytoplasmic translation initiation complex [GO:0001732]
lcl|c208118_g1_i1|m.1734	m.1734	 glutathione S-transferase [EC:2.5.1.18]* [GST] (m.1734)		GSTP	 glutathione S-transferase P 	[EC:2.5.1.18]	24	K00799	GST	 glutathione S-transferase [EC:2.5.1.18]	6		K23790		"Glutathione metabolism, Chemical carcinogenesis, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes, Metabolic pathways, Platinum drug resistance, Longevity regulating pathway - worm, Pathways in cancer, Hepatocellular carcinoma, Fluid shear stress and atherosclerosis"	A0A3M6TDY1	Uncharacterized protein			
lcl|c208130_g1_i1|m.1735	m.1735	 14-3-3 protein beta/theta/zeta [YWHAB_Q_Z] (m.1735)	K16197	YWHAB_Q_Z	 14-3-3 protein beta/theta/zeta		137						K16197	"Cell cycle, MAPK signaling pathway - fly, Oocyte meiosis, PI3K-Akt signaling pathway, Longevity regulating pathway - worm, Hippo signaling pathway, Hippo signaling pathway - fly, Hepatitis C, Hepatitis B, Viral carcinogenesis"		V9I5J5	14-3-3 protein			
lcl|c208140_g2_i1|m.1739	m.1739	* [] (m.1739)					7	K17280			1		K17280			A0A3M6TC89	Uncharacterized protein			
lcl|c208317_g1_i1|m.1768	m.1768	Uncharacterized protein** [] (m.1768)														A0A3M6UNW3	Uncharacterized protein			
lcl|c208387_g1_i1|m.1778	m.1778	 serine carboxypeptidase 1  [SCPEP1] (m.1778)	K09646	SCPEP1	 serine carboxypeptidase 1 	[EC:3.4.16.-]	231						K09646			A0A2B4S886	Carboxypeptidase (EC 3.4.16.-)		serine-type carboxypeptidase activity [GO:0004185]	
lcl|c208411_g1_i1|m.1783	m.1783	 BTB/POZ domain-containing protein KCTD8/12/16 [KCTD8_12_16] (m.1783)	K21918	KCTD8_12_16	 BTB/POZ domain-containing protein KCTD8/12/16		177						K21918			A0A3M6UKU8	BTB domain-containing protein		protein homooligomerization [GO:0051260]	protein homooligomerization [GO:0051260]
lcl|c208684_g1_i2|m.1827	m.1827	 lysosomal-associated membrane protein 1/2 [LAMP1_2] (m.1827)	K06528	LAMP1_2	 lysosomal-associated membrane protein 1/2		17						K06528	"Lysosome, Phagosome, Autophagy - animal, Tuberculosis"		A0A2B4SXI4	Lysosome-associated membrane glycoprotein 2		integral component of membrane [GO:0016021]	
lcl|c208691_g4_i1|m.1828	m.1828	 large subunit ribosomal protein LP1 [RP-LP1] (m.1828)	K02942	RP-LP1	 large subunit ribosomal protein LP1		12						K02942	Ribosome						
lcl|c208723_g2_i1|m.1834	m.1834	 UDPglucose--hexose-1-phosphate uridylyltransferase  [galT] (m.1834)	K00965	galT	 UDPglucose--hexose-1-phosphate uridylyltransferase 	[EC:2.7.7.12]	121						K00965	"Amino sugar and nucleotide sugar metabolism, Galactose metabolism, Metabolic pathways, Prolactin signaling pathway"		A0A2B4S575	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)		UDP-glucose:hexose-1-phosphate uridylyltransferase activity [GO:0008108]; zinc ion binding [GO:0008270]; galactose catabolic process via UDP-galactose [GO:0033499]	galactose catabolic process via UDP-galactose [GO:0033499]
lcl|c208878_g1_i2|m.1846	m.1846	 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]* [fabF] (m.1846)					2	K09458	fabF	 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1		K09458		"Fatty acid biosynthesis, Biotin metabolism, Fatty acid metabolism, Metabolic pathways"	A0A2B4RRN6	Uncharacterized protein			
lcl|c208940_g4_i1|m.1863	m.1863	* [] (m.1863)					13	K10312			1		K10312			A0A2B4SNZ5	F-box domain-containing protein			
lcl|c209114_g1_i1|m.1902	m.1902	 serpin B* [SERPINB] (m.1902)					135	K13963	SERPINB	 serpin B	23		K13963		Amoebiasis	A0A3M6V488	SERPIN domain-containing protein		extracellular space [GO:0005615]	
lcl|c209131_g1_i2|m.1905	m.1905	 syntaxin 8 [STX8] (m.1905)	K08501	STX8	 syntaxin 8		87						K08501	SNARE interactions in vesicular transport		A0A2B4STR1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B			
lcl|c209191_g2_i1|m.1916	m.1916	 non-lysosomal glucosylceramidase [EC:3.2.1.45]* [GBA2] (m.1916)					4	K17108	GBA2	 non-lysosomal glucosylceramidase [EC:3.2.1.45]	4		K17108		"Sphingolipid metabolism, Other glycan degradation, Metabolic pathways"	A0A2B4T1A4	THAP-type domain-containing protein		"DNA binding [GO:0003677]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]"	
lcl|c209256_g1_i1|m.1929	m.1929	 beta-ureidopropionase [EC:3.5.1.6]* [UPB1] (m.1929)					21	K01431	UPB1	 beta-ureidopropionase [EC:3.5.1.6]	1		K01431		"beta-Alanine metabolism, Pyrimidine metabolism, Pantothenate and CoA biosynthesis, Drug metabolism - other enzymes, Metabolic pathways"	A0A2B4RMV5	Tachylectin-2		nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	DNA integration [GO:0015074]
lcl|c209298_g1_i1|m.1944	m.1944	 large subunit ribosomal protein L35Ae [RP-L35Ae] (m.1944)	K02917	RP-L35Ae	 large subunit ribosomal protein L35Ae		50						K02917	Ribosome		A0A2B4SZT7	60S ribosomal protein L35a		ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]
lcl|c209326_g4_i1|m.1952	m.1952	 myosin light chain 6 [MYL6] (m.1952)	K12751	MYL6	 myosin light chain 6		63						K12751	"Vascular smooth muscle contraction, Tight junction, Oxytocin signaling pathway"		A0A2B4RVC2	Myosin-2 essential light chain		calcium ion binding [GO:0005509]	
lcl|c209385_g1_i1|m.1957	m.1957	* [] (m.1957)					6	K23050			1		K23050							
lcl|c209405_g4_i1|m.1961	m.1961	Predicted protein (Fragment)* [] (m.1961)					61									A7S180	Predicted protein (Fragment)			
lcl|c209492_g1_i1|m.1979	m.1979	* [] (m.1979)					27	K12287			1		K12287			A0A3M6UY06	LamGL domain-containing protein			
lcl|c209513_g1_i2|m.1987	m.1987	 secretory phospholipase A2  [PLA2G] (m.1987)	K01047	PLA2G	 secretory phospholipase A2 	[EC:3.1.1.4]	56						K01047	"Glycerophospholipid metabolism, Ether lipid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism, Ras signaling pathway, Fat digestion and absorption, Arachidonic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Vascular smooth muscle contraction, Pancreatic secretion"		A0A3M6UAX2	Uncharacterized protein		extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]	arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]
lcl|c209530_g1_i1|m.1990	m.1990	 tramtrack* [TTK] (m.1990)					18	K09237	TTK	 tramtrack	1		K09237		MAPK signaling pathway - fly	A0A2B4T0K4	BEN domain-containing protein 3		nuclear heterochromatin [GO:0005720]; DNA binding [GO:0003677]; chromatin silencing at rDNA [GO:0000183]	chromatin silencing at rDNA [GO:0000183]
lcl|c209565_g1_i2|m.1999	m.1999	 transketolase  [TKT] (m.1999)	K00615	TKT	 transketolase 	[EC:2.2.1.1]	84						K00615	"Carbon metabolism, Pentose phosphate pathway, Carbon fixation in photosynthetic organisms, Biosynthesis of amino acids, Biosynthesis of ansamycins, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"		A0A2B4S9C0	Transketolase		catalytic activity [GO:0003824]	
